-- Seed: -6244207999796636337 --
7029681500160 MINUTES           : 117161358336h:00m:00s
548315157012480 MINUTES         : 9138585950208h:00m:00s
15901139553361920 MINUTES       : 265018992556032h:00m:00s
731452419454648320 MINUTES      : 12190873657577472h:00m:00s
7 HOURS                         : 7h:00m:00s
497 HOURS                       : 497h:00m:00s
44730 HOURS                     : 44730h:00m:00s
89460 HOURS                     : 89460h:00m:00s
8319780 HOURS                   : 8319780h:00m:00s
66558240 HOURS                  : 66558240h:00m:00s
399349440 HOURS                 : 399349440h:00m:00s
3594144960 HOURS                : 3594144960h:00m:00s
197677972800 HOURS              : 197677972800h:00m:00s
11663000395200 HOURS            : 11663000395200h:00m:00s
1119648037939200 HOURS          : 1119648037939200h:00m:00s
17914368607027200 HOURS         : 17914368607027200h:00m:00s
1343577645527040000 HOURS       : 1343577645527040000h:00m:00s
0 DAYS                          : 0h:00m:00s
1 DAYS                          : 24h:00m:00s
58 DAYS                         : 1392h:00m:00s
1798 DAYS                       : 43152h:00m:00s
167214 DAYS                     : 4013136h:00m:00s
836070 DAYS                     : 20065680h:00m:00s
15885330 DAYS                   : 381247920h:00m:00s
1334367720 DAYS                 : 32024825280h:00m:00s
57377811960 DAYS                : 1377067487040h:00m:00s
631155931560 DAYS               : 15147742357440h:00m:00s
41656291482960 DAYS             : 999750995591040h:00m:00s
1208032453005840 DAYS           : 28992778872140160h:00m:00s
66441784915321200 DAYS          : 1594602837967708800h:00m:00s
1395277483221745200 DAYS        : ERROR: 1395277483221745200 DAYS is too large to represent in HOURS

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$4.SECONDS, java.util.concurrent.TimeUnit$5.MINUTES, false, false);
1 NANOSECONDS                   : 0s
60 NANOSECONDS                  : 0s
4620 NANOSECONDS                : 0s
143220 NANOSECONDS              : 0s
10598280 NANOSECONDS            : 0s
402734640 NANOSECONDS           : 0s
7651958160 NANOSECONDS          : 7s
619808610960 NANOSECONDS        : 10m:19s
34089473602800 NANOSECONDS      : 568m:09s
1840831574551200 NANOSECONDS    : 30680m:31s
86519084003906400 NANOSECONDS   : 1441984m:44s
692152672031251200 NANOSECONDS  : 11535877m:52s
0 MICROSECONDS                  : 0s
5 MICROSECONDS                  : 0s
15 MICROSECONDS                 : 0s
1110 MICROSECONDS               : 0s
102120 MICROSECONDS             : 0s
7556880 MICROSECONDS            : 7s
7556880 MICROSECONDS            : 7s
445855920 MICROSECONDS          : 7m:25s
32101626240 MICROSECONDS        : 535m:01s
96304878720 MICROSECONDS        : 1605m:04s
5585682965760 MICROSECONDS      : 93094m:42s
273698465322240 MICROSECONDS    : 4561641m:05s
11221637078211840 MICROSECONDS  : 187027284m:38s
819179506709464320 MICROSECONDS : 13652991778m:29s
0 MILLISECONDS                  : 0s
40 MILLISECONDS                 : 0s
1520 MILLISECONDS               : 1s
79040 MILLISECONDS              : 1m:19s
7192640 MILLISECONDS            : 119m:52s
474714240 MILLISECONDS          : 7911m:54s
15665569920 MILLISECONDS        : 261092m:49s
1127921034240 MILLISECONDS      : 18798683m:54s
38349315164160 MILLISECONDS     : 639155252m:44s
1917465758208000 MILLISECONDS   : 31957762636m:48s
19174657582080000 MILLISECONDS  : 319577626368m
479366439552000000 MILLISECONDS : 7989440659200m
5 SECONDS                       : 5s
205 SECONDS                     : 3m:25s
6765 SECONDS                    : 112m:45s
6765 SECONDS                    : 112m:45s
581790 SECONDS                  : 9696m:30s
23853390 SECONDS                : 397556m:30s
2099098320 SECONDS              : 34984972m
90261227760 SECONDS             : 1504353796m
4152016476960 SECONDS           : 69200274616m
153624609647520 SECONDS         : 2560410160792m
14133464087571840 SECONDS       : 235557734792864m
749073596641307520 SECONDS      : 12484559944021792m
1 MINUTES                       : 1m
45 MINUTES                      : 45m
270 MINUTES                     : 270m
15660 MINUTES                   : 15660m
1299780 MINUTES                 : 1299780m
58490100 MINUTES                : 58490100m
2573564400 MINUTES              : 2573564400m
133825348800 MINUTES            : 133825348800m
4550061859200 MINUTES           : 4550061859200m
395855381750400 MINUTES         : 395855381750400m
16625926033516800 MINUTES       : 16625926033516800m
1645966677318163200 MINUTES     : 1645966677318163200m
5 HOURS                         : 300m
5 HOURS                         : 300m
240 HOURS                       : 14400m
1680 HOURS                      : 100800m
141120 HOURS                    : 8467200m
987840 HOURS                    : 59270400m
84954240 HOURS                  : 5097254400m
6286613760 HOURS                : 377196825600m
270324391680 HOURS              : 16219463500800m
22166600117760 HOURS            : 1329996007065600m
864497404592640 HOURS           : 51869844275558400m
39766880611261440 HOURS         : 2386012836675686400m
2226945314230640640 HOURS       : ERROR: 2226945314230640640 HOURS is too large to represent in MINUTES
2 DAYS                          : 2880m
156 DAYS                        : 224640m
10452 DAYS                      : 15050880m
648024 DAYS                     : 933154560m
26568984 DAYS                   : 38259336960m
1408156152 DAYS                 : 2027744858880m
35203903800 DAYS                : 50693621472000m
3344370861000 DAYS              : 4815894039840000m
100331125830000 DAYS            : 144476821195200000m
1103642384130000 DAYS           : 1589245033147200000m
71736754968450000 DAYS          : ERROR: 71736754968450000 DAYS is too large to represent in MINUTES
286947019873800000 DAYS         : ERROR: 286947019873800000 DAYS is too large to represent in MINUTES

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$4.SECONDS, java.util.concurrent.TimeUnit$5.MINUTES, false, true);
4 NANOSECONDS                   : 0m:00s
208 NANOSECONDS                 : 0m:00s
7696 NANOSECONDS                : 0m:00s
130832 NANOSECONDS              : 0m:00s
8111584 NANOSECONDS             : 0m:00s
365021280 NANOSECONDS           : 0m:00s
30661787520 NANOSECONDS         : 0m:30s
1931692613760 NANOSECONDS       : 32m:11s
158398794328320 NANOSECONDS     : 2639m:58s
14414290283877120 NANOSECONDS   : 240238m:10s
1095486061574661120 NANOSECONDS : 18258101m:01s
4 MICROSECONDS                  : 0m:00s
380 MICROSECONDS                : 0m:00s
4560 MICROSECONDS               : 0m:00s
442320 MICROSECONDS             : 0m:00s
23442960 MICROSECONDS           : 0m:23s
1828550880 MICROSECONDS         : 30m:28s
109713052800 MICROSECONDS       : 1828m:33s
6034217904000 MICROSECONDS      : 100570m:17s
422395253280000 MICROSECONDS    : 7039920m:53s
29145272476320000 MICROSECONDS  : 485754541m:16s
2827091430203040000 MICROSECONDS: 47118190503m:23s
7 MILLISECONDS                  : 0m:00s
259 MILLISECONDS                : 0m:00s
11914 MILLISECONDS              : 0m:11s
953120 MILLISECONDS             : 15m:53s
91499520 MILLISECONDS           : 1524m:59s
3842979840 MILLISECONDS         : 64049m:39s
149876213760 MILLISECONDS       : 2497936m:53s
1498762137600 MILLISECONDS      : 24979368m:57s
4496286412800 MILLISECONDS      : 74938106m:52s
58451723366400 MILLISECONDS     : 974195389m:26s
409162063564800 MILLISECONDS    : 6819367726m:04s
6137430953472000 MILLISECONDS   : 102290515891m:12s
564643647719424000 MILLISECONDS : 9410727461990m:24s
1 SECONDS                       : 0m:01s
47 SECONDS                      : 0m:47s
2867 SECONDS                    : 47m:47s
137616 SECONDS                  : 2293m:36s
8394576 SECONDS                 : 139909m:36s
302204736 SECONDS               : 5036745m:36s
17830079424 SECONDS             : 297167990m:24s
659712938688 SECONDS            : 10995215644m:48s
61353303297984 SECONDS          : 1022555054966m:24s
1043006156065728 SECONDS        : 17383435934428m:48s
81354480173126784 SECONDS       : 1355908002885446m:24s
1057608242250648192 SECONDS     : 17626804037510803m:12s
5 MINUTES                       : 5m
200 MINUTES                     : 200m
16000 MINUTES                   : 16000m
960000 MINUTES                  : 960000m
32640000 MINUTES                : 32640000m
2839680000 MINUTES              : 2839680000m
266929920000 MINUTES            : 266929920000m
25358342400000 MINUTES          : 25358342400000m
2028667392000000 MINUTES        : 2028667392000000m
2028667392000000 MINUTES        : 2028667392000000m
58831354368000000 MINUTES       : 58831354368000000m
3059230427136000000 MINUTES     : 3059230427136000000m
0 HOURS                         : 0s
79 HOURS                        : 4740m
3713 HOURS                      : 222780m
29704 HOURS                     : 1782240m
445560 HOURS                    : 26733600m
29406960 HOURS                  : 1764417600m
1676196720 HOURS                : 100571803200m
55314491760 HOURS               : 3318869505600m
1770063736320 HOURS             : 106203824179200m
102663696706560 HOURS           : 6159821802393600m
4106547868262400 HOURS          : 246392872095744000m
49278574419148800 HOURS         : 2956714465148928000m
4287235974465945600 HOURS       : ERROR: 4287235974465945600 HOURS is too large to represent in MINUTES
5 DAYS                          : 7200m
345 DAYS                        : 496800m
2070 DAYS                       : 2980800m
175950 DAYS                     : 253368000m
8093700 DAYS                    : 11654928000m
364216500 DAYS                  : 524471760000m
11290711500 DAYS                : 16258624560000m
406465614000 DAYS               : 585310484160000m
12600434034000 DAYS             : 18144625008960000m
806427778176000 DAYS            : 1161256000573440000m
36289250017920000 DAYS          : ERROR: 36289250017920000 DAYS is too large to represent in MINUTES
907231250448000000 DAYS         : ERROR: 907231250448000000 DAYS is too large to represent in MINUTES

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$4.SECONDS, java.util.concurrent.TimeUnit$5.MINUTES, true, false);
5 NANOSECONDS                   : 0s
285 NANOSECONDS                 : 0s
17955 NANOSECONDS               : 0s
933660 NANOSECONDS              : 0s
59754240 NANOSECONDS            : 0s
836559360 NANOSECONDS           : 0s
35972052480 NANOSECONDS         : 35s
2589987778560 NANOSECONDS       : 43m:09s
129499388928000 NANOSECONDS     : 2158m:19s
3884981667840000 NANOSECONDS    : 64749m:41s
167054211717120000 NANOSECONDS  : 2784236m:51s
1503487905454080000 NANOSECONDS : 25058131m:45s
2 MICROSECONDS                  : 0s
68 MICROSECONDS                 : 0s
1700 MICROSECONDS               : 0s
69700 MICROSECONDS              : 0s
2648600 MICROSECONDS            : 2s
256914200 MICROSECONDS          : 4m:16s
19782393400 MICROSECONDS        : 329m:42s
1681503439000 MICROSECONDS      : 28025m:03s
16815034390000 MICROSECONDS     : 280250m:34s
1160237372910000 MICROSECONDS   : 19337289m:32s
35967358560210000 MICROSECONDS  : 599455976m:00s
2913356043377010000 MICROSECONDS: 48555934056m:17s
4 MILLISECONDS                  : 0s
308 MILLISECONDS                : 0s
28644 MILLISECONDS              : 28s
1689996 MILLISECONDS            : 28m:09s
43939896 MILLISECONDS           : 732m:19s
4218230016 MILLISECONDS         : 70303m:50s
383858931456 MILLISECONDS       : 6397648m:51s
10364191149312 MILLISECONDS     : 172736519m:09s
145098676090368 MILLISECONDS    : 2418311268m:10s
5223552339253248 MILLISECONDS   : 87059205654m:13s
15670657017759744 MILLISECONDS  : 261177616962m:39s
1269323218438539264 MILLISECONDS: 21155386973975m:39s
6 SECONDS                       : 6s
108 SECONDS                     : 1m:48s
1296 SECONDS                    : 21m:36s
33696 SECONDS                   : 561m:36s
2358720 SECONDS                 : 39312m:00s
94348800 SECONDS                : 1572480m:00s
1320883200 SECONDS              : 22014720m:00s
21134131200 SECONDS             : 352235520m:00s
951035904000 SECONDS            : 15850598400m:00s
79887015936000 SECONDS          : 1331450265600m:00s
7509379497984000 SECONDS        : 125156324966400m:00s
165206348955648000 SECONDS      : 2753439149260800m:00s
7 MINUTES                       : 7m:00s
553 MINUTES                     : 553m:00s
6636 MINUTES                    : 6636m:00s
398160 MINUTES                  : 398160m:00s
23491440 MINUTES                : 23491440m:00s
2090738160 MINUTES              : 2090738160m:00s
96173955360 MINUTES             : 96173955360m:00s
2885218660800 MINUTES           : 2885218660800m:00s
103867871788800 MINUTES         : 103867871788800m:00s
3946979127974400 MINUTES        : 3946979127974400m:00s
23681874767846400 MINUTES       : 23681874767846400m:00s
23681874767846400 MINUTES       : 23681874767846400m:00s
1681413108517094400 MINUTES     : 1681413108517094400m:00s
2 HOURS                         : 120m:00s
88 HOURS                        : 5280m:00s
2288 HOURS                      : 137280m:00s
86944 HOURS                     : 5216640m:00s
6173024 HOURS                   : 370381440m:00s
333343296 HOURS                 : 20000597760m:00s
8666925696 HOURS                : 520015541760m:00s
424679359104 HOURS              : 25480761546240m:00s
36522424882944 HOURS            : 2191345492976640m:00s
3579197638528512 HOURS          : 214751858311710720m:00s
225489451227296256 HOURS        : ERROR: 225489451227296256 HOURS is too large to represent in MINUTES
4284299573318628864 HOURS       : ERROR: 4284299573318628864 HOURS is too large to represent in MINUTES
3 DAYS                          : 4320m:00s
93 DAYS                         : 133920m:00s
2046 DAYS                       : 2946240m:00s
192324 DAYS                     : 276946560m:00s
3077184 DAYS                    : 4431144960m:00s
292332480 DAYS                  : 420958771200m:00s
24848260800 DAYS                : 35781495552000m:00s
993930432000 DAYS               : 1431259822080000m:00s
54666173760000 DAYS             : 78719290214400000m:00s
4209295379520000 DAYS           : 6061385346508800000m:00s
239929836632640000 DAYS         : ERROR: 239929836632640000 DAYS is too large to represent in MINUTES

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$4.SECONDS, java.util.concurrent.TimeUnit$5.MINUTES, true, true);
6 NANOSECONDS                   : 0m:00s
558 NANOSECONDS                 : 0m:00s
1116 NANOSECONDS                : 0m:00s
18972 NANOSECONDS               : 0m:00s
18972 NANOSECONDS               : 0m:00s
398412 NANOSECONDS              : 0m:00s
26295192 NANOSECONDS            : 0m:00s
78885576 NANOSECONDS            : 0m:00s
6074189352 NANOSECONDS          : 0m:06s
352302982416 NANOSECONDS        : 5m:52s
15501331226304 NANOSECONDS      : 258m:21s
1348615816688448 NANOSECONDS    : 22476m:55s
4045847450065344 NANOSECONDS    : 67430m:47s
48550169400784128 NANOSECONDS   : 809169m:29s
2281857961836854016 NANOSECONDS : 38030966m:01s
3 MICROSECONDS                  : 0m:00s
225 MICROSECONDS                : 0m:00s
4500 MICROSECONDS               : 0m:00s
279000 MICROSECONDS             : 0m:00s
21204000 MICROSECONDS           : 0m:21s
1123812000 MICROSECONDS         : 18m:43s
100019268000 MICROSECONDS       : 1666m:59s
2500481700000 MICROSECONDS      : 41674m:41s
225043353000000 MICROSECONDS    : 3750722m:33s
7876517355000000 MICROSECONDS   : 131275289m:15s
441084971880000000 MICROSECONDS : 7351416198m:00s
2 MILLISECONDS                  : 0m:00s
60 MILLISECONDS                 : 0m:00s
2460 MILLISECONDS               : 0m:02s
137760 MILLISECONDS             : 2m:17s
3719520 MILLISECONDS            : 61m:59s
305000640 MILLISECONDS          : 5083m:20s
21350044800 MILLISECONDS        : 355834m:04s
106750224000 MILLISECONDS       : 1779170m:24s
106750224000 MILLISECONDS       : 1779170m:24s
10248021504000 MILLISECONDS     : 170800358m:24s
379176795648000 MILLISECONDS    : 6319613260m:48s
20475546964992000 MILLISECONDS  : 341259116083m:12s
1556141569339392000 MILLISECONDS: 25935692822323m:12s
0 SECONDS                       : 0m:00s
73 SECONDS                      : 1m:13s
146 SECONDS                     : 2m:26s
8322 SECONDS                    : 138m:42s
349524 SECONDS                  : 5825m:24s
19573344 SECONDS                : 326222m:24s
1820320992 SECONDS              : 30338683m:12s
156547605312 SECONDS            : 2609126755m:12s
7357737449664 SECONDS           : 122628957494m:24s
44146424697984 SECONDS          : 735773744966m:24s
1456832015033472 SECONDS        : 24280533583891m:12s
71384768736640128 SECONDS       : 1189746145610668m:48s
3783392743041926784 SECONDS     : 63056545717365446m:24s
8 MINUTES                       : 8m:00s
208 MINUTES                     : 208m:00s
17472 MINUTES                   : 17472m:00s
17472 MINUTES                   : 17472m:00s
716352 MINUTES                  : 716352m:00s
69486144 MINUTES                : 69486144m:00s
1042292160 MINUTES              : 1042292160m:00s
5211460800 MINUTES              : 5211460800m:00s
317899108800 MINUTES            : 317899108800m:00s
31154112662400 MINUTES          : 31154112662400m:00s
249232901299200 MINUTES         : 249232901299200m:00s
2990794815590400 MINUTES        : 2990794815590400m:00s
32898742971494400 MINUTES       : 32898742971494400m:00s
1414645947774259200 MINUTES     : 1414645947774259200m:00s
7 HOURS                         : 420m:00s
539 HOURS                       : 32340m:00s
35574 HOURS                     : 2134440m:00s
2419032 HOURS                   : 145141920m:00s
36285480 HOURS                  : 2177128800m:00s
3519691560 HOURS                : 211181493600m:00s
281575324800 HOURS              : 16894519488000m:00s
18583971436800 HOURS            : 1115038286208000m:00s
315927514425600 HOURS           : 18955650865536000m:00s
25274201154048000 HOURS         : 1516452069242880000m:00s
707677632313344000 HOURS        : ERROR: 707677632313344000 HOURS is too large to represent in MINUTES
5 DAYS                          : 7200m:00s
295 DAYS                        : 424800m:00s
10915 DAYS                      : 15717600m:00s
32745 DAYS                      : 47152800m:00s
2259405 DAYS                    : 3253543200m:00s
38409885 DAYS                   : 55310234400m:00s
2381412870 DAYS                 : 3429234532800m:00s
119070643500 DAYS               : 171461726640000m:00s
2143271583000 DAYS              : 3086311079520000m:00s
160745368725000 DAYS            : 231473330964000000m:00s
6751305486450000 DAYS           : ERROR: 6751305486450000 DAYS is too large to represent in MINUTES
411829634673450000 DAYS         : ERROR: 411829634673450000 DAYS is too large to represent in MINUTES

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$4.SECONDS, java.util.concurrent.TimeUnit$4.SECONDS, false, false);
2 NANOSECONDS                   : 0s
158 NANOSECONDS                 : 0s
14694 NANOSECONDS               : 0s
337962 NANOSECONDS              : 0s
6421278 NANOSECONDS             : 0s
244008564 NANOSECONDS           : 0s
5612196972 NANOSECONDS          : 5s
477036742620 NANOSECONDS        : 477s
14311102278600 NANOSECONDS      : 14311s
944532750387600 NANOSECONDS     : 944532s
5667196502325600 NANOSECONDS    : 5667196s
527049274716280800 NANOSECONDS  : 527049274s
4216394197730246400 NANOSECONDS : 4216394197s
1 MICROSECONDS                  : 0s
92 MICROSECONDS                 : 0s
6072 MICROSECONDS               : 0s
443256 MICROSECONDS             : 0s
35460480 MICROSECONDS           : 35s
1241116800 MICROSECONDS         : 1241s
119147212800 MICROSECONDS       : 119147s
5599919001600 MICROSECONDS      : 5599919s
408794087116800 MICROSECONDS    : 408794087s
40470614624563200 MICROSECONDS  : 40470614624s
688000448617574400 MICROSECONDS : 688000448617s
1 MILLISECONDS                  : 0s
90 MILLISECONDS                 : 0s
2340 MILLISECONDS               : 2s
226980 MILLISECONDS             : 226s
8171280 MILLISECONDS            : 8171s
580160880 MILLISECONDS          : 580160s
33649331040 MILLISECONDS        : 33649331s
2927491800480 MILLISECONDS      : 2927491800s
210779409634560 MILLISECONDS    : 210779409634s
11803646939535360 MILLISECONDS  : 11803646939535s
601985993916303360 MILLISECONDS : 601985993916303s
3 SECONDS                       : 3s
72 SECONDS                      : 72s
5184 SECONDS                    : 5184s
383616 SECONDS                  : 383616s
19564416 SECONDS                : 19564416s
704318976 SECONDS               : 704318976s
62684388864 SECONDS             : 62684388864s
3949116498432 SECONDS           : 3949116498432s
383064300347904 SECONDS         : 383064300347904s
23749986621570048 SECONDS       : 23749986621570048s
1377499224051062784 SECONDS     : 1377499224051062784s
2 MINUTES                       : 120s
88 MINUTES                      : 5280s
2464 MINUTES                    : 147840s
184800 MINUTES                  : 11088000s
1478400 MINUTES                 : 88704000s
63571200 MINUTES                : 3814272000s
1334995200 MINUTES              : 80099712000s
46724832000 MINUTES             : 2803489920000s
4018335552000 MINUTES           : 241100133120000s
253155139776000 MINUTES         : 15189308386560000s
22277652300288000 MINUTES       : 1336659138017280000s
1292103833416704000 MINUTES     : ERROR: 1292103833416704000 MINUTES is too large to represent in SECONDS
0 HOURS                         : 0s
42 HOURS                        : 151200s
4116 HOURS                      : 14817600s
82320 HOURS                     : 296352000s
7985040 HOURS                   : 28746144000s
367311840 HOURS                 : 1322322624000s
28283011680 HOURS               : 101818842048000s
2573754062880 HOURS             : 9265514626368000s
200752816904640 HOURS           : 722710140856704000s
18469259155226880 HOURS         : ERROR: 18469259155226880 HOURS is too large to represent in SECONDS
1385194436642016000 HOURS       : ERROR: 1385194436642016000 HOURS is too large to represent in SECONDS
4 DAYS                          : 345600s
340 DAYS                        : 29376000s
1020 DAYS                       : 88128000s
64260 DAYS                      : 5552064000s
5076540 DAYS                    : 438613056000s
335051640 DAYS                  : 28948461696000s
21778356600 DAYS                : 1881650010240000s
1655155101600 DAYS              : 143005400778240000s
163860355058400 DAYS            : ERROR: 163860355058400 DAYS is too large to represent in SECONDS
7865297042803200 DAYS           : ERROR: 7865297042803200 DAYS is too large to represent in SECONDS
188767129027276800 DAYS         : ERROR: 188767129027276800 DAYS is too large to represent in SECONDS

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$4.SECONDS, java.util.concurrent.TimeUnit$4.SECONDS, false, true);
5 NANOSECONDS                   : 0s
425 NANOSECONDS                 : 0s
42075 NANOSECONDS               : 0s
967725 NANOSECONDS              : 0s
54192600 NANOSECONDS            : 0s
3901867200 NANOSECONDS          : 3s
323854977600 NANOSECONDS        : 323s
1619274888000 NANOSECONDS       : 1619s
118207066824000 NANOSECONDS     : 118207s
2600555470128000 NANOSECONDS    : 2600555s
52011109402560000 NANOSECONDS   : 52011109s
4056866533399680000 NANOSECONDS : 4056866533s
8 MICROSECONDS                  : 0s
432 MICROSECONDS                : 0s
30672 MICROSECONDS              : 0s
1073520 MICROSECONDS            : 1s
34352640 MICROSECONDS           : 34s
34352640 MICROSECONDS           : 34s
240468480 MICROSECONDS          : 240s
1442810880 MICROSECONDS         : 1442s
75026165760 MICROSECONDS        : 75026s
6527276421120 MICROSECONDS      : 6527276s
241509227581440 MICROSECONDS    : 241509227s
11592442923909120 MICROSECONDS  : 11592442923s
568029703271546880 MICROSECONDS : 568029703271s
5 MILLISECONDS                  : 0s
360 MILLISECONDS                : 0s
20160 MILLISECONDS              : 20s
1915200 MILLISECONDS            : 1915s
162792000 MILLISECONDS          : 162792s
6674472000 MILLISECONDS         : 6674472s
480561984000 MILLISECONDS       : 480561984s
16819669440000 MILLISECONDS     : 16819669440s
571868760960000 MILLISECONDS    : 571868760960s
30309044330880000 MILLISECONDS  : 30309044330880s
303090443308800000 MILLISECONDS : 303090443308800s
8 SECONDS                       : 8s
784 SECONDS                     : 784s
14896 SECONDS                   : 14896s
14896 SECONDS                   : 14896s
417088 SECONDS                  : 417088s
19603136 SECONDS                : 19603136s
1587854016 SECONDS              : 1587854016s
149258277504 SECONDS            : 149258277504s
1641841052544 SECONDS           : 1641841052544s
47613390523776 SECONDS          : 47613390523776s
3713844460854528 SECONDS        : 3713844460854528s
29710755686836224 SECONDS       : 29710755686836224s
1515248540028647424 SECONDS     : 1515248540028647424s
2 MINUTES                       : 120s
44 MINUTES                      : 2640s
1804 MINUTES                    : 108240s
70356 MINUTES                   : 4221360s
5347056 MINUTES                 : 320823360s
149717568 MINUTES               : 8983054080s
14073451392 MINUTES             : 844407083520s
1055508854400 MINUTES           : 63330531264000s
50664425011200 MINUTES          : 3039865500672000s
50664425011200 MINUTES          : 3039865500672000s
4711791526041600 MINUTES        : 282707491562496000s
461755569552076800 MINUTES      : ERROR: 461755569552076800 MINUTES is too large to represent in SECONDS
4 HOURS                         : 14400s
156 HOURS                       : 561600s
8736 HOURS                      : 31449600s
375648 HOURS                    : 1352332800s
1878240 HOURS                   : 6761664000s
82642560 HOURS                  : 297513216000s
578497920 HOURS                 : 2082592512000s
22561418880 HOURS               : 81221107968000s
1579299321600 HOURS             : 5685477557760000s
31585986432000 HOURS            : 113709551155200000s
758063674368000 HOURS           : 2729029227724800000s
30322546974720000 HOURS         : ERROR: 30322546974720000 HOURS is too large to represent in SECONDS
2607739039825920000 HOURS       : ERROR: 2607739039825920000 HOURS is too large to represent in SECONDS
2607739039825920000 HOURS       : ERROR: 2607739039825920000 HOURS is too large to represent in SECONDS
3 DAYS                          : 259200s
225 DAYS                        : 19440000s
18900 DAYS                      : 1632960000s
1587600 DAYS                    : 137168640000s
69854400 DAYS                   : 6035420160000s
5448643200 DAYS                 : 470762772480000s
441340099200 DAYS               : 38131784570880000s
11033502480000 DAYS             : 953294614272000000s
706144158720000 DAYS            : ERROR: 706144158720000 DAYS is too large to represent in SECONDS
61434541808640000 DAYS          : ERROR: 61434541808640000 DAYS is too large to represent in SECONDS
4238983384796160000 DAYS        : ERROR: 4238983384796160000 DAYS is too large to represent in SECONDS

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$4.SECONDS, java.util.concurrent.TimeUnit$4.SECONDS, true, false);
3 NANOSECONDS                   : 0s
12 NANOSECONDS                  : 0s
540 NANOSECONDS                 : 0s
24840 NANOSECONDS               : 0s
1391040 NANOSECONDS             : 0s
105719040 NANOSECONDS           : 0s
7928928000 NANOSECONDS          : 7s
237867840000 NANOSECONDS        : 237s
18315823680000 NANOSECONDS      : 18315s
1208844362880000 NANOSECONDS    : 1208844s
2417688725760000 NANOSECONDS    : 2417688s
149896700997120000 NANOSECONDS  : 149896700s
7794628451850240000 NANOSECONDS : 7794628451s
7 MICROSECONDS                  : 0s
231 MICROSECONDS                : 0s
14553 MICROSECONDS              : 0s
1367982 MICROSECONDS            : 1s
25991658 MICROSECONDS           : 25s
1949374350 MICROSECONDS         : 1949s
35088738300 MICROSECONDS        : 35088s
1473727008600 MICROSECONDS      : 1473727s
110529525645000 MICROSECONDS    : 110529525s
7073889641280000 MICROSECONDS   : 7073889641s
205142799597120000 MICROSECONDS : 205142799597s
5743998388719360000 MICROSECONDS: 5743998388719s
0 MILLISECONDS                  : 0s
17 MILLISECONDS                 : 0s
1683 MILLISECONDS               : 1s
30294 MILLISECONDS              : 30s
1726758 MILLISECONDS            : 1726s
94971690 MILLISECONDS           : 94971s
6458074920 MILLISECONDS         : 6458074s
135619573320 MILLISECONDS       : 135619573s
1491815306520 MILLISECONDS      : 1491815306s
74590765326000 MILLISECONDS     : 74590765326s
1790178367824000 MILLISECONDS   : 1790178367824s
155745518000688000 MILLISECONDS : 155745518000688s
6 SECONDS                       : 6s
18 SECONDS                      : 18s
342 SECONDS                     : 342s
4446 SECONDS                    : 4446s
31122 SECONDS                   : 31122s
2489760 SECONDS                 : 2489760s
12448800 SECONDS                : 12448800s
149385600 SECONDS               : 149385600s
5527267200 SECONDS              : 5527267200s
259781558400 SECONDS            : 259781558400s
7273883635200 SECONDS           : 7273883635200s
80012719987200 SECONDS          : 80012719987200s
5440864959129600 SECONDS        : 5440864959129600s
16322594877388800 SECONDS       : 16322594877388800s
701871579727718400 SECONDS      : 701871579727718400s
6 MINUTES                       : 360s
144 MINUTES                     : 8640s
864 MINUTES                     : 51840s
85536 MINUTES                   : 5132160s
4618944 MINUTES                 : 277136640s
217090368 MINUTES               : 13025422080s
19755223488 MINUTES             : 1185313409280s
79020893952 MINUTES             : 4741253637120s
3239856652032 MINUTES           : 194391399121920s
213830539034112 MINUTES         : 12829832342046720s
16678782044660736 MINUTES       : 1000726922679644160s
517042243384482816 MINUTES      : ERROR: 517042243384482816 MINUTES is too large to represent in SECONDS
6 HOURS                         : 21600s
264 HOURS                       : 950400s
22440 HOURS                     : 80784000s
1481040 HOURS                   : 5331744000s
2962080 HOURS                   : 10663488000s
180686880 HOURS                 : 650472768000s
6504727680 HOURS                : 23417019648000s
611444401920 HOURS              : 2201199846912000s
40355330526720 HOURS            : 145279189896192000s
3631979747404800 HOURS          : ERROR: 3631979747404800 HOURS is too large to represent in SECONDS
14527918989619200 HOURS         : ERROR: 14527918989619200 HOURS is too large to represent in SECONDS
842619301397913600 HOURS        : ERROR: 842619301397913600 HOURS is too large to represent in SECONDS
8 DAYS                          : 691200s
272 DAYS                        : 23500800s
19040 DAYS                      : 1645056000s
1846880 DAYS                    : 159570432000s
